x_(px)  Y_(px)  Channel
416.51074 399.44314 1
416.5446  524.36505 2
416.58783 583.84275 1
416.73352 76.56141  2
416.8242  72.48011  1
417.5807  387.66912 1
418.11319 166.26408 2
418.20154 206.9323  1
418.26508 825.17591 1
418.50983 612.85298 2
419.08047 727.61953 1
419.31569 636.63118 2
419.45052 632.60362 1
419.48144 254.04352 2
419.49697 330.53575 1
419.63183 722.45121 2
419.67684 162.34835 1
420.01221 141.51907 1
420.37852 123.96197 2
420.6038  561.90948 1
420.61597 418.47521 2
420.72252 402.61101 2
420.73536 368.9622  2
420.94036 383.80826 2
420.96972 926.00787 1
421.23385 583.63129 2
421.43861 108.57401 2
422.03126 224.95704 1
422.60344 273.07674 1
422.75014 363.97626 1
423.39753 699.24488 2
423.48918 107.52368 1
423.84201 753.31917 2
423.99343 758.56987 1
424.02293 702.68875 1
424.13683 423.82908 1
424.2467  173.91391 1
424.39809 62.36176  2
424.52416 567.29426 2
424.92976 820.53931 2
425.30075 327.37173 2
425.84279 837.05766 1
425.91743 43.12145  2
426.02058 358.48978 1
426.38336 227.98554 2
426.67247 272.83311 2
426.96165 634.49802 1
426.99424 198.51917 1
427.35519 174.86696 2
428.07468 488.25563 2
428.07728 123.99211 1
428.71945 637.41023 2
428.72761 357.69887 2
428.797 261.35407 2
429.41425 265.01332 1
429.77409 153.06705 2
429.81491 437.80491 2
430.03262 474.16711 2
430.03974 66.00233  1
430.10557 570.19255 1
430.32425 626.57392 2
430.3548  128.55511 2
430.4451  794.5501  2
430.76483 538.54954 1
430.90712 117.67492 2
430.98531 162.19211 2
431.05018 255.00181 1
431.0628  423.04178 2
431.12045 104.56642 2
431.12342 838.45958 2
431.24879 196.00263 2
431.29262 575.16277 2
431.56126 350.88676 1
431.57788 394.92363 2
432.00409 380.592 2
432.1197  486.62637 1
432.25805 538.19951 2
432.65898 402.59224 1
432.90339 470.86471 1
433.07261 419.12006 1
433.49267 48.20053  1
434.013 148.21099 1
434.15729 348.11505 2
434.43642 70.40081  2
434.47142 250.57608 2
434.78339 392.85602 1
435.14241 121.22863 1
435.50347 101.94775 1
435.57727 158.32108 1
435.64895 332.5949  1
435.97716 343.03833 1
436.23448 192.45844 1
436.44143 280.88429 1
436.52339 128.87618 1
436.56332 286.00489 2
437.522 404.0852  2
437.95273 336.30737 2
437.99813 274.82927 2
438.36055 449.2692  2
439.0605  563.40866 2
439.79667 144.97079 2
439.95577 169.88214 1
440.02097 558.56535 1
440.19416 66.62942  1
440.42675 446.45667 1
441.02815 139.98097 1
441.0741  263.34133 2
441.44525 111.18123 2
441.51524 481.31105 2
441.65389 24.19841  1
442.18039 771.5066  2
442.34407 274.14001 1
442.61673 506.4098  1
442.68472 164.93468 2
442.95258 511.4169  2
442.97605 684.18038 2
443.04884 857.44694 2
443.48928 391.34011 2
443.85433 63.42231  2
443.86579 154.04139 1
443.99407 186.97954 1
444.46042 239.16393 2
444.87815 93.00213  2
445.00258 768.81575 1
445.31408 479.32563 1
445.49562 443.57308 2
445.73622 20.70496  2
445.80889 120.41143 2
446.06642 166.02171 1
446.15449 847.49758 2
446.57749 602.44107 2
446.68712 190.04202 2
446.99334 388.01255 1
447.30687 199.93133 1
447.32667 670.86325 2
447.53692 109.84484 1
447.54853 249.38695 2
447.97962 598.56595 1
448.11524 154.21081 2
448.40422 851.39878 1
449.05485 545.34613 2
449.24423 203.90811 2
449.89766 565.49242 1
450.0265  611.97217 1
450.51871 91.98931  1
451.01744 435.01418 1
451.37112 734.23139 2
451.74909 122.30826 1
452.07119 452.58221 2
452.19113 542.55006 1
452.56362 250.18916 1
452.7844  442.47184 1
453.34533 604.65809 1
453.4011  773.0864  1
453.43481 636.79255 2
453.54237 693.87426 2
453.99977 624.80311 2
454.1485  563.00657 2
454.18029 286.11691 1
454.39861 214.98689 2
454.85312 609.89489 2
454.98679 804.89782 2
455.01413 731.974 1
455.03506 669.53167 1
455.16488 92.01568  2
455.20628 258.54876 1
455.25314 551.35685 1
455.27939 112.47217 1
455.39829 664.42124 2
455.4944  511.59753 2
455.82411 443.39271 2
455.94728 351.51128 1
456.25297 174.07353 2
456.29253 431.57493 2
456.47878 112.06145 2
456.60923 681.60727 1
456.7143  451.87262 1
456.90373 725.1878  2
456.90938 268.47748 1
456.97012 179.5212  1
457.29237 59.98869  1
457.30463 162.98389 1
457.51891 210.57929 1
458.02567 282.96155 2
458.07047 803.09252 1
458.16273 510.34362 1
458.29689 552.11875 2
458.55385 770.93909 2
459.02563 255.1265  2
459.26638 197.37025 1
459.34783 272.8094  2
459.41862 600.09603 2
459.5012  346.67897 2
459.56643 637.85653 1
459.57197 90.91357  1
459.96586 60.34141  2
460.48096 22.50441  1
460.89328 161.00684 2
460.99845 291.02099 1
461.09284 201.84868 2
461.34164 679.39948 2
461.61  577.99832 1
462.01563 103.0721  1
462.07829 218.07366 1
462.28476 760.87484 2
462.57456 587.67271 1
462.74859 723.40391 1
463.34466 756.28762 1
463.5467  403.06647 1
463.70147 371.47297 2
463.96414 222.59523 2
464.0221  74.56097  1
464.48671 516.30892 2
464.54874 823.52854 2
464.67895 300.97445 1
464.70978 20.11053  2
464.77032 397.03276 2
464.80709 356.34116 2
465.04915 155.98143 1
465.13074 294.61792 2
465.47066 732.8144  2
465.91082 716.46272 2
465.93956 820.00833 1
465.98112 901.50061 2
466.10368 670.21868 2
466.17999 578.82499 2
466.25034 102.68266 2
466.47729 179.99837 1
466.77482 591.63985 2
467.03507 883.14713 1
467.73134 335.30644 2
467.94768 768.01648 1
468.68714 786.52077 2
468.99426 130.48127 1
469.00853 340.88072 1
469.12323 842.97019 1
469.30298 845.72181 2
469.40643 870.34473 2
469.98114 730.98135 1
469.99998 113.48687 1
470.41629 179.64762 2
470.6205  10.34111  1
470.78928 213.09193 2
471.01276 568.0337  1
471.14097 881.11896 2
471.4519  285.98415 2
471.82809 133.49032 2
471.88826 769.17971 2
471.99536 574.97733 1
472.17617 798.43263 2
472.88772 785.98419 1
472.89297 77.39488  1
473.08365 257.74388 2
473.47262 440.45601 1
473.54775 794.35125 1
473.58811 870.36364 1
473.97817 404.48039 1
474.50165 507.98459 1
475.02789 399.01919 2
475.34765 109.71582 2
476.06969 570.31332 2
476.26833 274.07597 2
476.31897 191.58524 2
476.38543 473.41867 1
476.4425  429.60507 2
476.48536 234.01709 1
477.2002  512.10148 2
477.91198 835.38927 1
478.28342 477.19293 2
478.50474 135.41265 1
478.60734 713.59563 1
478.6261  440.5747  2
479.32015 258.44747 1
479.49653 294.03133 1
479.5313  90.19715  2
479.60911 420.44045 2
479.74244 224.33739 2
479.93081 108.04044 1
479.99324 829.51756 2
480.04725 237.02902 2
480.06555 47.93863  2
480.29133 337.43185 2
480.32318 299.10901 2
480.51353 431.49256 1
481.02453 182.04934 2
481.75139 87.13816  1
481.79435 209.79931 1
482.04368 359.02695 1
482.0794  342.58223 1
482.14833 537.04311 2
482.55227 419.99941 1
482.65185 273.55134 1
482.68873 248.42332 2
482.86079 366.95953 1
482.87165 383.14742 1
482.87736 166.67088 1
483.36174 441.99404 1
483.44295 213.51031 2
483.84988 371.89793 2
484.53814 228.4472  1
484.62027 715.44876 2
484.64028 131.41316 2
485.03718 458.00273 1
485.07714 46.63253  1
485.09209 523.93514 1
485.51081 537.48921 1
485.83976 178.39856 1
486.04624 309.43153 2
486.09063 470.20381 1
486.12857 143.77812 1
486.51507 61.49651  2
486.75243 702.7395  2
486.84696 139.832 2
486.98937 115.51179 2
487.06961 218.98255 1
487.11707 461.50762 2
487.15529 407.59764 2
487.15923 360.67085 2
487.2863  384.49412 2
487.52099 512.48276 1
487.61536 709.04583 1
487.83227 288.2321  2
488.2748  245.62258 1
488.53683 167.34187 2
488.64824 276.01569 2
488.8002  517.39564 2
488.85584 654.01533 1
488.93184 528.03031 2
488.95947 474.4778  2
488.96171 425.02787 1
489.27577 28.50192  2
489.35789 431.34576 1
489.42509 73.02579  2
489.48489 656.46611 2
489.57173 356.3721  1
489.63821 84.15111  2
490.17805 133.00757 1
490.20187 411.84742 1
490.54669 234.82971 2
490.72166 50.61746  2
491.04904 431.89727 2
491.31107 207.32633 2
491.54325 229.64972 1
491.68451 873.71107 2
491.80261 745.53363 2
492.03666 183.64141 2
492.03891 421.79005 2
492.25817 64.50095  1
492.90671 219.71898 2
492.99745 249.24814 2
493.05062 642.45079 2
493.23859 287.82179 1
493.25494 485.28553 2
493.42185 455.91339 1
494.04459 105.24473 2
494.56845 154.45246 2
494.7447  21.88813  2
494.85599 301.82095 2
494.97635 54.25452  1
495.33586 717.36081 1
495.50107 638.00075 1
495.5069  75.53613  1
495.53219 84.46467  1
496.05664 131.70337 2
496.11854 538.61413 1
496.15546 202.53418 1
496.21085 736.9765  2
496.28353 541.44851 2
496.86389 489.34927 1
497.10063 746.84608 1
497.40347 802.80286 1
497.91453 896.29018 2
497.98209 864.99157 1
498.01779 514.96951 1
498.43079 28.99276  1
498.44683 608.82824 2
498.51101 459.32933 2
498.68723 173.77306 2
498.95784 314.29537 2
499.08384 700.56741 1
499.30103 388.004 1
500.02986 718.02796 2
500.03771 138.04309 1
500.18504 735.22411 1
500.30898 156.11922 1
500.38496 230.09329 1
500.75174 106.10271 1
500.80405 58.84869  2
500.88416 200.72842 2
500.94986 861.82093 2
500.98085 612.19162 1
501.00288 129.56023 1
501.26597 399.19254 1
501.27037 893.21916 1
501.32811 113.5515  2
501.40414 179.76544 1
501.4262  704.40079 2
501.48737 1019.55663  1
501.68248 691.87901 1
501.92719 507.12177 1
501.94608 523.01732 1
501.98321 214.44854 1
502.08987 803.61961 2
502.4896  788.41233 1
502.57535 1010.05495  1
502.60684 69.35084  2
502.89333 146.96235 2
502.92441 35.10985  2
503.46798 633.1403  2
503.52249 511.90251 2
503.79967 753.51462 2
503.8325  792.48158 2
504.00918 623.29355 1
504.12956 384.8507  2
504.43964 684.26282 2
504.65049 161.76533 2
504.81779 305.99713 2
505.08978 1016.6387 2
505.26814 206.85741 1
505.33787 226.47363 2
505.51246 902.05978 1
505.53186 136.53379 2
505.91079 618.87589 2
505.98523 212.01017 2
505.99761 238.88996 1
506.08478 399.61509 2
506.09561 1005.28626  2
506.38598 526.59741 2
506.48831 87.47797  2
506.61382 693.88652 2
507.03032 271.02464 1
507.06747 672.40262 1
507.45028 115.99258 1
507.4615  60.47886  1
507.61773 22.56842  1
507.98286 82.97752  1
508.11112 24.64203  2
508.21609 145.60892 1
508.35852 893.75034 2
508.50263 682.48816 1
508.96722 70.66358  1
508.97818 231.57465 1
509.17028 294.92049 2
509.41194 165.89503 1
509.72444 244.3091  2
510.32315 158.30823 1
510.7876  364.51985 1
510.96849 479.22412 2
510.98368 675.37396 2
511.00194 527.50954 1
511.0056  289.9966  1
511.58017 902.63761 2
512.81514 802.34298 2
512.83644 895.6557  1
513.13991 842.07888 1
513.14593 843.93395 2
513.38901 258.66209 1
514.15373 371.2442  2
514.21637 455.26195 2
514.31151 32.63135  2
514.81213 131.90966 2
514.96431 360.38518 2
514.98593 482.01032 1
515.00313 159.84477 2
515.2404  536.30366 2
515.58441 239.53629 1
515.89918 99.40489  2
516.02993 264.46959 1
516.30062 727.89541 2
516.47852 806.01945 1
516.54038 80.65458  1
517.52413 197.33933 2
517.60962 386.25723 1
518.2226  166.51673 1
518.87533 259.76248 2
519.15157 642.93781 1
519.61841 381.90659 2
519.89956 446.1915  2
519.94622 515.55665 2
520 185.48794 2
520.05307 272.36665 2
520.09065 174.36124 2
520.44566 63.9898 1
520.49563 725.58255 1
520.58393 34.115  1
520.58826 309.86806 1
520.69248 239.673 2
520.72701 468.55209 2
521.07779 821.60222 2
521.14505 10.90662  2
521.38715 295.87636 1
521.50529 85.9437 2
521.51713 289.82579 2
522.00695 451.41617 1
522.0917  227.57544 1
522.09419 74.14484  2
522.50962 414.50397 2
522.75677 214.49706 2
523.47539 211.10521 1
523.69641 399.36546 1
523.81443 144.64857 2
524.4622  468.14714 1
524.6157  641.26048 2
524.63835 682.57273 1
524.90718 687.42402 2
524.96044 82.01958  1
525.03762 188.98653 1
525.37421 365.49578 2
525.42532 249.52351 2
525.97461 174.01985 1
526.39802 393.86093 2
526.88464 377.09008 1
527.01713 101.84072 2
527.07411 906.5086  1
527.26177 910.34084 2
527.44368 976.88809 2
527.45312 227.3782  2
527.56018 218.14579 1
527.79427 459.18874 2
527.79565 1010.55258  1
528.43547 204.08679 1
528.616 10.37386  1
528.97823 380.88655 2
529.14403 823.47412 1
529.52395 53.95203  2
530.26026 786.92376 2
530.42403 259.2732  2
530.49307 99.49279  1
530.7895  276.54937 1
530.86324 296.65336 2
530.89258 1005.77623  2
530.91075 429.79723 1
530.99158 915.59698 1
531.46803 474.45003 2
531.54169 231.93862 1
531.54433 193.4931  1
531.55493 472.37756 1
531.92535 318.38049 2
532.02091 664.01776 1
532.67102 399.46683 1
532.67272 19.96541  2
532.88267 205.18353 2
533.11505 158.20232 2
533.21692 869.86416 2
533.40437 628.62008 1
533.45901 7.48418 2
533.48899 786.48457 1
533.69803 48.97512  1
533.78395 825.98833 2
533.84657 602.99349 1
533.99146 16.93736  1
534.21617 309.4847  2
534.37375 774.15865 2
534.48632 270.59909 2
534.58648 580.1068  1
535.14939 866.414 1
535.15822 111.97803 2
535.1785  406.3118  1
535.52826 626.17543 2
535.73058 432.86498 2
535.9253  587.07605 2
536.53138 592.98737 1
536.69684 605.30121 2
536.93751 645.98068 1
536.94008 199.41622 1
537.08745 193.5895  2
537.23548 879.36391 2
537.35101 233.45501 2
537.73863 155.14946 1
537.74319 642.89079 2
537.84919 979.33143 1
538.44513 399.03111 2
538.56138 45.92998  2
538.63096 769.01561 1
538.76752 179.87215 2
538.87994 411.16483 2
538.99152 307.49723 1
539.12356 224.07776 2
539.25618 88.21793  2
539.43702 453.33106 1
539.44418 576.05388 2
539.61195 446.10441 2
539.65162 221.09294 1
539.79222 877.43543 1
540.39731 620.63038 1
540.40258 168.59358 2
540.58411 110.88825 1
540.6042  175.50139 1
541.51251 29.12522  2
541.6302  120.60504 1
542.09282 425.43673 1
542.64385 761.90251 2
542.9653  73.25215  2
543.03521 61.96162  2
543.26305 617.58858 2
543.91382 257.19135 2
543.93354 978.32711 2
543.9924  281.94847 2
544.05575 299.94207 2
544.3134  159.13585 2
544.36712 44.61015  1
544.46993 102.01089 2
544.51558 684.98659 1
544.63922 148.8202  2
544.68107 476.98823 2
544.94981 316.47343 2
545.3601  456.28682 2
545.38863 218.07885 2
545.59236 117.10543 2
545.82778 778.02175 1
545.8721  744.17  2
545.99686 999.00908 1
546.50022 11.00978  2
546.54219 233.87662 1
546.97915 224.99493 1
546.99841 473.24672 1
547.49059 145.99795 1
547.6556  427.72195 2
547.83805 268.43467 1
547.94629 749.48557 1
547.97097 774.3893  2
548.11822 60.46686  1
548.44803 302.33401 1
548.49962 213.47749 1
548.53787 71.81637  1
549.14172 1012.62843  1
550.29674 968.02413 2
550.54791 683.97722 2
550.63041 237.02373 2
551.1861  842.06975 2
551.61688 998.57499 2
551.84288 910.88444 2
552.53396 882.03099 1
552.61496 224.67603 2
552.93739 33.52592  2
553.00833 182.00495 1
553.16731 120.4386  1
553.36852 1015.38017  2
553.54083 264.92903 2
553.923 838.40402 1
554.04926 718.84634 2
554.46903 198.55564 1
554.54699 906.92898 1
554.58383 988.28136 2
555.02423 860.45987 2
555.4995  114.77835 2
555.95353 761.89486 2
556.01675 890.00066 1
556.07264 170.07638 1
556.51253 999.47798 1
556.53562 679.45361 1
556.68802 883.75933 2
556.88071 721.11356 1
557.93695 269.98548 1
558.24944 101.92963 2
558.63916 423.42537 2
559.07753 199.91351 2
559.61662 172.18966 2
559.62827 988.79655 1
559.73726 241.18515 2
559.96175 87.02682  1
560.21276 660.83813 2
560.24808 250.69087 2
560.63077 880.96568 1
560.67257 275.51702 2
560.68952 216.97331 1
560.71742 125.29482 2
561.29428 676.84542 2
561.94898 589.91147 2
562.10783 482.11562 2
562.13682 466.1725  2
562.89618 219.73237 2
562.98694 236.01483 1
563.33104 245.10618 1
563.50073 264.72675 2
563.87353 472.94835 1
564.26805 90.30117  2
564.45893 103.69502 1
564.53315 36.04849  2
564.56963 601.92092 2
565.06533 595.79717 1
565.90574 665.1517  1
566.03355 709.04212 2
566.06381 207.30986 2
566.50619 127.94858 1
567.23839 879.28981 2
568.00131 713.52176 1
568.00556 170.52913 1
568.32807 54.00608  2
568.70166 288.87746 2
568.77011 475.36366 2
568.98258 70.36945  2
569.70246 159.39134 2
569.912 874.0451  1
570.13595 635.61349 2
570.36341 175.41492 2
570.37652 718.84743 2
570.49824 880.99068 1
570.68796 758.23039 2
570.94477 654.98941 2
571.14023 271.1732  2
571.21226 671.36558 2
571.29909 55.79195  1
571.62344 125.1286  2
572.3254  844.13032 1
572.5555  209.84761 1
572.61936 1010.88828  2
573.06414 752.55571 1
573.46686 654.53049 1
573.57247 180.58991 1
573.96445 717.97153 1
573.99191 225.95677 1
574.0984  695.86068 1
574.41809 583.73624 1
574.7907  1016.11896  1
574.81051 635.49814 1
574.85232 588.98572 2
574.87318 759.79014 1
575.29058 237.19974 1
575.82706 707.15955 1
575.95785 747.53794 2
575.98752 989.03373 1
576.25126 220.90575 2
576.35222 245.28888 2
576.41364 115.24667 2
576.42239 847.11448 2
576.5305  791.65586 1
576.79857 209.06071 2
576.94095 111.48932 1
577.17708 1002.06381  1
578.50025 199.01638 1
578.62061 62.79569  2
578.63078 260.53403 1
578.91144 88.60074  2
578.99155 566.68764 2
579.01737 228.03814 1
579.22822 697.90165 2
579.25329 795.6181  2
579.27888 182.07144 2
579.6587  992.25042 2
579.69517 630.38857 2
579.75193 711.16149 2
580.02733 235.48164 2
580.04122 193.00164 2
580.40021 146.01826 1
581.02972 164.04902 1
581.23974 158.04689 2
581.35678 245.45119 1
581.36178 747.17058 1
581.37488 87.38759  1
581.5925  569.03128 1
581.8304  776.03897 2
582.64802 1004.17572  2
582.77269 128.27609 1
582.9936  770.69719 1
583.30996 212.23764 1
584.31149 71.13225  2
585.18663 204.16805 2
585.44319 145.32711 2
586.06341 172.6677  2
586.12943 261.60332 2
586.24562 838.57204 2
586.41187 124.00054 2
586.95886 1001.45337  1
587.20983 214.66911 2
587.63683 222.63516 1
587.95181 256.19324 1
587.97365 189.52988 1
587.98372 155.52508 1
587.99243 560.54637 1
588.12334 834.99749 1
590.12384 986.96361 2
590.20708 182.76917 2
590.20944 745.11112 2
590.37747 741.39046 1
590.40167 168.68433 1
590.9994  635.02393 1
592.38993 225.00545 2
592.63671 557.88875 2
592.72749 157.42649 2
592.79762 729.4303  2
592.94526 782.53675 1
593.00296 271.03352 1
593.03312 197.0238  2
593.51803 235.46164 2
593.61453 786.78659 2
595.36538 250.42608 2
595.46415 170.01854 2
596.00059 100.52065 2
596.02663 1018.25081  2
596.24249 837.31706 2
596.41052 994.0448  1
596.7179  130.28065 2
596.76371 217.56266 1
596.86235 832.12791 1
596.94344 631.33201 2
596.96582 137.97851 1
597.18398 232.37796 1
597.22659 803.59959 1
597.48465 730.4782  1
597.63616 177.28506 1
598.11702 203.88056 1
598.63454 677.38153 1
599.05261 91.69334  2
599.6166  720.80873 2
600.00316 88.5175 1
600.00841 656.97244 1
600.10055 209.89374 2
600.31676 716.26728 1
600.46987 815.9353  1
600.99565 1004.07175  1
601.02687 141.88891 2
601.1858  754.98321 2
601.39153 996.34742 2
601.49263 698.00257 1
601.52105 292.18649 2
601.52161 536.67963 2
601.77089 807.61813 2
602.4117  101.14618 1
602.51563 219.32541 2
602.99471 753.76558 1
603.23421 167.06677 1
603.61776 197.11424 2
603.90499 674.29185 2
604.0227  539.92645 1
604.06181 324.21946 2
604.33691 702.46011 2
604.3896  309.98379 2
604.7155  1007.5879 2
604.96319 818.2881  2
605.50896 233.56934 2
605.77134 292.44765 1
606.37284 647.99138 2
606.47439 657.911 2
606.62731 143.60583 1
606.69136 280.08549 2
606.70519 322.97684 1
607.38376 788.05596 2
607.50384 107.2221  2
607.5652  161.55257 2
607.59551 284.86204 1
607.63766 117.51808 2
608.02629 709.97581 1
608.03262 238.94089 1
608.06297 313.3781  1
608.11732 171.38262 2
608.61258 574.93336 1
609.06627 128.3418  2
609.29845 372.78517 1
609.37222 195.08944 1
609.66799 596.88026 2
610.41748 570.45398 2
610.74508 711.68121 2
611.50808 788.54222 1
611.66167 377.15954 2
611.92372 114.91972 1
612.00501 621.01302 1
613.52057 337.98887 1
613.55527 332.70711 2
613.74695 997.73658 1
615.01504 622.87918 2
615.45144 546.0695  1
615.52408 992.55094 2
615.97029 130.99593 1
615.98909 274.05388 1
616.46541 264.98705 2
616.75669 322.54793 2
616.98683 307.2906  2
617.92391 587.4724  2
618.53092 738.66049 1
619.48067 156.23448 2
619.88146 134.18281 2
619.90792 93.63567  1
619.94672 541.85251 2
619.96431 98.0493 2
619.97063 678.01971 1
620.08575 682.40432 2
620.32094 279.27275 2
621.02168 324.47065 1
621.42521 587.91825 1
621.83027 1017.06718  1
621.98632 111.98165 1
622.49061 206.67402 2
623.02984 741.02049 2
623.17162 217.51592 2
623.52067 376.95349 2
623.72248 278.71534 1
623.88538 749.51423 2
624.00414 721.43822 1
624.47734 453.03458 1
625.00317 753.69938 1
625.11761 190.31207 2
625.40897 372.55054 1
625.46633 317.53707 1
626.29056 108.54219 2
626.42165 391.8197  1
626.7449  1016.73134  2
627.416 306.12746 1
628.30629 351.49233 2
628.54904 186.57396 1
628.89251 670.03015 2
629.34812 121.37375 2
629.36461 722.39302 2
629.50222 320.57717 2
629.50969 406.53597 2
629.58938 708.1371  1
629.75795 197.78098 1
630.00475 601.93732 1
630.0053  158.47206 1
631 454.28301 2
631.00059 348.00401 1
631.26855 202.98589 2
631.38896 754.39877 1
631.64911 334.90578 2
632.02528 609.98671 1
632.37336 393.14631 2
632.47047 690.14925 1
632.58082 303.44536 2
632.68486 369.41599 2
633.01375 719.99438 1
633.02034 1017.12792  1
634.02968 372.98133 1
634.85226 267.87102 2
634.91426 710.31527 2
635.01589 292.0784  2
635.18806 187.01294 2
635.71223 599.38862 2
636.29866 649.04334 1
636.374 344.94434 2
636.44482 181.99333 1
636.48537 561.47011 2
636.50368 757.77606 2
637.02028 155.36482 2
637.03329 272.73777 1
637.75591 689.44725 2
638.74297 610.7203  2
638.77897 317.2895  2
638.99708 289.52924 1
639.46296 427.50925 2
639.9538  364.37181 2
639.99967 382.07288 2
640.48761 593.52216 1
642.07678 398.80968 2
642.31769 649.87369 2
642.55583 368.12273 1
642.81576 379.36253 1
642.95949 425.45971 1
643.03519 1014.13139  2
643.37891 317.0816  1
643.65876 310.58703 1
643.79096 305.62167 2
644.53007 757.51831 1
644.65277 616.59863 1
644.95549 1019.74586  1
644.98896 358.99318 1
646.01866 664.02733 1
646.93452 593.72871 2
647.09128 502.52661 2
647.95083 654.48956 1
648.52124 760.64122 2
649.10415 362.95646 2
649.41557 340.50464 2
649.53223 157.05056 2
649.54265 620.71318 2
649.73438 145.95937 2
649.89937 659.8198  2
650.97828 505.02855 1
651.02856 318.67495 2
651.49709 520.50893 1
651.89688 401.52299 2
652.11528 717.07351 1
652.30993 315.31636 1
652.44786 406.85978 1
654.49923 341.95096 1
655.00493 616.03959 1
655.01032 331.94668 2
655.33849 719.37566 2
655.584 540.47211 2
655.80533 525.84265 2
657.01049 396.01603 1
657.1547  431.96848 2
657.40686 390.2661  2
657.66817 293.69185 1
657.98531 276.00832 1
658.28626 375.91935 2
658.58374 352.44865 2
658.58537 369.60761 1
658.87223 443.07183 2
658.95471 362.25387 2
659.796 287.9738  2
660.27022 616.66209 2
660.39139 357.41223 1
660.97964 432.03321 1
661.66268 439.59163 1
662.32171 272.17359 2
662.44926 713.07757 1
662.45111 619.85627 1
663.66643 306.97904 2
663.97742 402.96831 2
665.50631 848.64244 2
665.69174 399.01471 1
665.97939 636.03624 1
666.80981 305.33073 1
666.89617 279.88066 2
666.92026 386.30487 1
667.01505 377.51051 1
667.37676 716.43668 2
667.89534 347.18546 2
668.79042 641.7496  2
669.00414 321.57873 2
669.01395 579.45004 1
669.1272  362.10282 2
670.01022 353.09604 1
670.8835  505.47228 1
671.04321 280.99785 1
671.72421 389.99615 2
671.77248 533.0031  2
671.91621 568.71017 1
672.9459  584.2783  2
673.00336 378.0042  2
673.0047  648.44524 1
673.03093 538.94789 1
673.13575 447.46907 2
673.14185 683.42429 1
673.8865  360.82588 1
674.0181  309.923 1
674.17143 698.18597 1
674.58709 557.3954  1
674.88574 289.74507 2
675.11743 301.17888 2
675.79105 275.75254 2
676.63842 572.82707 2
676.81992 313.11251 2
677.25378 503.22648 2
677.46326 690.87487 2
677.83893 702.30714 2
677.88532 338.90498 1
677.96765 356.15753 2
678.6123  279.61276 1
679.09741 288.88805 1
679.36637 646.36698 2
679.37041 301.61833 1
679.52062 343.44661 2
679.60158 540.75208 1
680.07523 680.80733 2
680.77406 557.08468 2
681.04077 379.50608 1
682.58845 546.01671 2
682.82056 603.03667 1
682.92348 333.43815 2
683.94532 571.05205 1
684.03772 647.05381 1
684.81835 374.0205  2
685.77833 396.08889 2
686.48978 607.56367 2
686.54241 481.10765 2
687.60013 380.91055 1
687.89046 505.28762 2
688.32785 475.99154 1
688.543 575.54948 2
688.86586 510.18796 1
688.92716 349.12241 2
689.00148 713.97377 1
689.24273 416.53406 2
689.4784  344.50488 1
691.00186 691.99482 2
691.39085 687.54558 1
691.71267 494.93498 2
691.86401 258.23592 2
692.10119 283.63813 2
692.92484 383.64105 2
693.47205 419.2885  1
694.12345 490.8104  1
694.15968 712.37966 2
694.38482 626.60927 1
694.64959 222.0928  2
695.48682 370.01916 1
695.61386 617.92463 2
696.11605 442.79961 2
696.8509  280.81906 1
697.00872 227.31304 1
697.5926  296.30153 2
698.01214 630.9905  2
698.14959 362.43298 2
698.74517 613.14988 1
699.36847 505.60109 1
699.49318 588.93773 2
699.95911 321.13398 2
700.09839 417.98765 2
700.34313 267.72692 2
700.38025 371.85747 2
700.82477 305.19974 1
701.032 215.9686  1
701.60115 384.30781 2
702.49776 591.00025 1
702.56841 552.33614 2
702.75764 509.47975 2
702.90785 282.445 2
702.97858 380.48268 1
703.01222 419.99585 1
703.01797 535.68938 2
703.25623 360.70702 1
703.51763 265.5281  1
704.15296 320.04837 1
704.41725 311.67146 2
704.82731 395.9031  2
704.90771 231.00959 2
705.53111 531.52301 1
706.38818 620.34049 1
706.941 343.89437 1
707.01678 581.9224  1
707.39146 574.33764 1
707.40156 215.73395 2
707.60369 615.57545 2
707.66839 302.3202  2
708.17908 447.14557 2
708.48516 393.99343 1
709.39414 230.47347 1
709.93829 338.74894 2
710.28571 441.23273 1
711.58783 500.62234 1
711.80202 361.17226 2
712.01744 420.41169 2
712.42517 298.37147 1
712.44814 506.24212 2
713.18317 578.33971 2
713.55322 371.93018 2
714.2716  264.18227 1
714.48573 597.16151 1
714.54932 292.49489 2
714.92541 387.02446 2
715.16556 648.88252 2
715.49391 490.47733 1
715.50655 642.52826 1
715.58106 601.64908 2
716.14963 375.88871 1
716.19128 569.36164 2
716.2907  533.64967 1
716.52515 581.01837 1
716.74335 324.59459 1
717.00095 635.03951 1
717.05533 397.19863 2
717.52522 392.47419 1
717.61919 440.16051 2
718.10141 407.42882 2
718.12688 493.86572 2
718.44389 329.3991  2
719.03734 268.41589 2
719.61624 298.40758 1
719.86619 521.08417 1
720.08338 259.93539 2
721.00072 615.29574 2
721.55535 639.45245 2
722.99918 526.03736 2
723.29992 616.77982 1
723.39238 546.04791 1
723.41922 628.64592 2
723.43207 496.91548 1
723.48224 408.92934 1
723.52192 335.56378 1
723.70253 303.81264 2
724.35217 293.58687 2
724.50165 272.97138 1
724.83096 656.54799 2
725.45401 552.02334 2
725.85422 246.42776 2
