x_(px)  Y_(px)  Channel
726.06587 651.95579 1
726.49992 276.4332  2
727.01903 501.38465 2
727.13378 632.1145  1
727.15366 536.84108 1
727.93236 379.81671 2
728.06074 331.88013 2
728.09724 366.90729 2
728.13733 357.49984 2
728.54369 345.85756 1
728.73962 391.0702  2
728.86401 473.316 2
729.63553 258.62999 1
729.81938 403.88392 2
731.05963 542.02427 2
731.41839 416.00068 2
731.64472 578.56686 1
731.92497 281.86036 1
732.04669 583.25708 2
732.22769 395.74576 1
733.93856 341.49668 2
733.98529 363.97386 1
735.42944 561.99678 1
735.86974 600.8682  2
736.0186  259.97049 2
736.38258 1018.5926 2
736.43939 501.90691 2
737.01131 670.9947  1
737.34542 551.61893 1
737.4552  312.35137 1
737.47267 630.01255 1
737.86861 557.81341 2
737.99996 505.98799 1
738.35229 272.53262 1
738.38676 290.85034 1
738.89415 398.0572  2
739.1024  653.58069 1
739.46884 283.55827 2
739.48513 405.97665 1
739.52722 361.02491 2
739.77798 352.09799 2
739.95367 597.99831 1
740.33064 675.75921 2
740.68531 658.20292 2
741.53089 411.7151  2
742.34683 387.47576 2
742.42349 536.95563 1
742.96836 634.05755 2
743.10249 501.48878 1
743.43181 578.9919  2
743.56412 269.33516 2
743.57255 314.2082  2
743.93986 404.14451 2
744.10608 808.81914 2
744.15717 380.80417 2
744.6008  618.65096 1
744.61002 688.59412 2
745.00738 676.49534 1
745.52498 575.97309 1
745.52958 593.68952 2
745.69321 387.08938 1
745.96575 400.96129 1
746.61072 624.33876 2
746.66512 541.33704 2
746.69095 607.50388 2
747.05018 369.54772 1
747.59367 635.37358 1
748.46267 685.01693 1
749.01848 389.28988 2
749.42856 498.45557 2
749.60469 272.57026 1
749.88431 643.76696 2
749.89564 372.9035  2
749.99478 617.95489 1
750.14138 257.40432 1
750.52935 262.04214 2
751.03382 593.48902 1
751.43062 289.14711 2
751.53205 531.71906 2
751.9461  331.20546 2
752.28804 320.68435 2
753.0796  309.99281 2
753.35829 662.53529 2
753.87847 575.55564 1
754.4216  581.23747 2
754.59393 361.90178 2
754.8424  334.96677 1
754.86093 598.83073 2
754.9318  291.13022 1
755.04276 393.00322 1
755.12752 530.33468 1
755.17305 306.12141 1
755.49427 373.96294 1
755.57631 273.42026 2
756.12869 382.93221 1
756.37901 621.09933 2
756.67146 254.49221 2
756.87616 652.4595  1
757.18211 664.72034 1
757.99759 477.51606 1
759.83565 394.3364  2
759.89738 565.80866 1
759.92709 342.80208 2
760.02234 584.81599 1
760.02887 546.65796 1
761.03996 553.72606 2
761.45463 328.46305 1
761.49986 526.69162 2
761.5469  257.78236 1
761.64065 354.89099 2
761.7558  282.22479 2
762.035 655.84467 2
762.27999 385.1026  2
762.45768 372.93399 2
762.82108 570.81671 2
762.89398 589.96727 2
763.25012 292.47262 2
763.78167 533.47162 1
763.9959  605.99627 1
764.38311 598.46139 1
765.07172 525.68796 1
765.42084 515.99784 2
765.59271 683.83758 1
765.73929 373.19088 1
765.82297 324.59332 2
765.87581 509.26818 1
766.02075 504.81251 2
766.02459 474.07243 2
766.34565 275.50446 2
766.42063 269.39337 1
766.71087 261.88128 2
766.90192 499.56336 1
767.34983 290.46157 1
768.49113 574.03009 1
768.88466 689.58033 2
768.92081 381.36974 2
769.07783 539.78254 2
769.61008 409.61489 1
769.62779 602.3802  2
769.62954 477.37854 1
769.94246 579.98268 2
769.95056 414.46263 2
770.53579 619.70397 1
771.20261 706.84504 2
771.34507 273.78212 1
771.47039 644.17901 1
771.5041  326.0035  1
771.70432 348.44217 1
771.83698 341.75712 2
771.93895 313.21461 1
772.00096 596.0021  1
772.0931  373.1773  2
773.57315 635.7055  2
774.98256 578.9808  1
775.11169 649.17427 2
775.82214 354.50122 2
775.99922 268.12104 2
776.00322 625.12957 2
776.02866 662.51255 1
776.15737 308.73042 2
776.512 677.67331 1
776.64059 631.37654 1
776.94839 481.51457 1
777.30363 322.5278  2
777.99763 557.7157  2
779.85539 375.23684 2
779.98815 600.00745 1
780.48974 568.48232 1
780.67948 666.16918 2
781.02165 574.77052 2
781.45668 545.00659 1
781.52858 582.98961 1
781.76493 605.66687 2
781.79421 478.58524 2
781.91708 696.82375 1
781.96636 712.9295  2
781.98566 624.10736 1
784.11918 508.68526 2
784.42377 297.43422 2
784.44987 292.54902 1
784.50458 502.93108 1
784.64538 629.49918 1
785.00782 701.59662 2
785.03088 649.02554 1
785.46564 549.61799 2
786.72789 586.50392 2
786.86247 711.50782 1
787.4943  342.49552 1
787.51868 520.62626 2
787.52701 610.97979 1
787.82616 634.98243 2
788.01016 683.4846  1
788.57753 540.55828 2
788.57922 515.41096 1
788.63388 616.5173  2
788.97087 307.9045  2
789.146 337.05111 2
789.35301 669.35743 1
789.47738 320.57647 2
789.71207 312.59618 1
790.17271 559.24653 2
790.24487 327.17781 1
790.44451 652.28858 2
790.9685  553.16133 1
791.4027  536.61004 1
791.47399 601.98128 1
792.73318 686.97248 2
792.89496 674.2514  2
793.07423 596.97657 1
793.19239 606.9887  2
793.41632 588.59065 1
793.99476 319.94719 1
793.99593 663.29598 2
794.02917 713.31296 2
794.34027 504.977 2
794.67958 573.61473 1
795.00839 594.45994 2
795.47904 708.98118 1
796.49998 485.28975 2
796.60228 579.60715 2
797.03873 625.05175 1
797.13324 329.24663 2
797.8665  636.1584  2
798.01688 502.47888 1
798.22837 314.90478 2
798.64513 552.36556 2
799.82241 534.64963 2
799.94206 484.58307 1
800.61843 529.95297 1
801.00082 660.02485 1
802.02563 643.46352 1
802.29277 627.92698 2
803.05641 577.01373 1
803.10087 540.4181  1
804.03004 587.47039 1
804.49887 606.55455 1
804.55572 666.47859 1
805.06517 706.34654 2
805.85319 593.03003 2
806.16928 522.39508 2
806.45331 505.48284 1
806.61007 545.85786 2
806.64468 647.21358 2
806.68864 658.88413 2
806.70405 511.12097 2
807.49726 612.4065  2
807.6625  581.49686 2
808.02966 672.51424 2
809.08281 651.90048 1
810.14543 519.99453 1
811.00949 676.45027 1
811.71513 602.08412 2
812.50731 668.10505 1
812.8331  622.17978 1
813.40128 609.84006 1
813.52007 640.52069 1
813.55013 584.61487 1
814.90481 549.25037 2
815.22245 628.01994 2
815.42006 654.47118 2
815.43588 589.2563  2
815.54787 486.08067 2
815.84156 561.7927  2
815.91651 601.08561 1
816.92727 614.5895  2
818.41885 711.91818 1
819.36434 579.46285 2
819.49427 643.18534 2
819.49553 485.56903 1
820.53926 574.95427 1
821.24566 531.27937 2
821.49106 699.00097 1
821.80289 525.98348 1
822.98431 557.38514 1
823.14662 612.09268 1
824.9983  651.9995  1
825.00611 595.28838 1
825.46075 635.88522 1
825.69964 507.27377 2
826.44383 520.73467 2
826.74303 701.85179 2
828.4221  550.03902 1
828.55388 555.99207 2
828.69969 540.32317 2
828.97959 496.76652 2
829.1247  503.44887 1
829.23374 640.41599 2
829.27956 480.16621 2
829.32121 721.74736 1
829.38491 735.38679 1
829.57064 519.09707 1
829.61816 666.65019 1
829.94992 573.47359 1
829.98217 588.90991 1
830.65075 675.3606  2
830.99392 652.63229 2
831.06792 596.04577 2
831.0968  579.86497 2
832.85129 494.8634  1
833.11602 538.82457 1
833.90101 529.89737 2
833.96526 625.03734 1
834.84181 634.77864 1
834.95746 736.70688 2
835.13828 724.19558 2
835.61145 674.59216 1
836.08187 667.30328 2
836.48213 686.51373 1
836.5453  526.30817 1
836.87258 609.45738 2
837.28725 584.86972 1
838.42569 628.76812 2
838.6023  561.63304 2
839.18546 638.96941 2
839.95085 696.00212 1
840.00199 724.488 1
841.16781 603.16333 1
841.91723 506.46234 2
841.9855  247.0164  1
841.99998 545.98215 1
842.17428 689.00081 2
843.02312 561.78223 1
843.0286  588.29071 2
843.11208 667.53298 1
843.51866 573.40842 1
844.00601 701.02266 2
844.23779 653.23762 1
844.58137 613.34557 1
845.4361  506.14025 1
845.84537 550.92188 2
847.03371 571.0189  2
847.10538 608.78258 2
847.24845 484.96517 2
847.60634 671.45013 2
847.61409 497.9766  2
847.86032 593.74988 1
848.62822 622.61667 1
849.01624 517.91851 2
849.45916 554.02037 1
850.0592  494.53272 1
850.11731 654.71291 2
850.12575 483.36911 1
850.3283  537.41588 2
851.79438 681.85141 2
852.45266 689.86412 1
852.70302 744.86834 2
852.73214 666.58445 1
852.75435 561.18751 2
853.49228 537.99879 1
854.28057 592.9035  2
855.09505 713.34675 1
855.11923 624.2236  2
855.44784 678.64977 1
856.97631 647.0177  1
857.38716 726.41538 1
857.53863 693.4073  2
857.82869 559.4891  1
858.62575 667.28272 2
859.45222 687.02925 1
859.79033 626.17098 1
860.58546 649.68066 2
860.67627 715.07543 2
860.71655 636.3 2
860.93413 598.02022 1
863.19071 728.39208 2
863.45859 674.66636 1
863.52588 616.03931 1
864.64792 574.47012 2
864.95769 732.9622  1
864.9789  635.39343 1
865.30073 705.15994 2
868.53096 661.49716 1
868.61191 533.41332 2
868.61238 621.38432 2
868.74893 522.59845 2
869.12986 582.80396 2
869.48179 674.48616 2
869.55447 499.10264 2
871.02706 692.01548 1
871.14028 552.69284 2
871.2543  705.74529 1
871.44408 603.49188 1
871.53069 576.16439 1
872.11556 533.49536 1
873.33619 620.55216 1
873.33778 680.39573 1
873.60523 500.18253 1
873.99348 736.01279 2
873.99569 560.41238 1
874.05934 661.55351 2
874.83407 715.09796 1
875.41812 508.00204 2
876.17897 694.85072 2
876.18865 568.39159 2
876.37646 666.34345 1
877.12888 730.92098 1
878.4431  711.46704 2
878.51324 741.75046 1
878.53444 684.31126 2
878.94615 485.78471 1
879.17026 636.75069 2
879.17074 657.57356 1
879.4292  580.96123 2
879.98876 506.90226 1
880.15999 599.94657 2
880.17435 544.18219 2
880.86417 568.62273 1
883.47152 582.31895 1
883.80211 595.4392  1
883.96672 739.75615 2
884.68515 637.01359 1
885.71242 484.88174 2
885.76247 653.87813 2
888.48929 496.03492 1
888.54625 666.39225 2
888.61276 565.31452 1
888.92208 616.85842 2
891.00913 577.72384 2
891.95779 660.99283 1
892.97287 558.21769 2
893.53617 674.77598 2
894.00379 619.58626 1
894.60735 657.33702 2
895.14467 528.59251 1
895.25816 602.47353 1
895.42933 552.21927 1
895.67378 560.20121 1
896.18783 549.4314  2
896.71058 684.49027 2
896.92381 688.6168  1
897.00492 640.62709 1
897.50949 539.51142 2
897.57353 596.46875 2
897.79486 671.59046 1
898.59171 624.87581 2
898.96963 696.44388 1
899.79891 536.41983 1
900.62413 528.57321 2
900.99413 608.46602 2
902.37113 624.02394 1
903.19053 641.61503 2
903.50854 579.60489 2
905.24894 695.76335 2
906.86649 489.67097 1
906.9564  705.51709 1
906.96232 625.01501 1
907.97368 630.45141 1
908.21979 504.93901 2
908.24707 597.68022 2
909.22871 724.72069 1
909.53315 612.49998 1
909.9974  593.42075 1
910.06296 503.01479 1
911.33783 570.26895 2
911.99178 1014.98221  2
912.59171 706.37752 2
912.74375 609.1452  2
913.38678 525.02864 1
913.68235 627.64949 2
914.11304 696.0308  1
914.30462 560.42714 2
914.36647 489.42371 2
915.63619 725.04699 2
916.6094  644.34262 1
918.44034 613.14521 1
918.58662 517.18613 2
919.21683 589.6858  2
919.37283 535.12924 2
919.50304 693.54854 2
919.62185 593.41053 1
920.919 661.7828  2
921.07065 629.50664 1
922.39202 666.01393 1
922.41553 683.61108 1
922.77838 507.66879 2
922.97745 617.03133 1
923.1945  725.49684 1
923.22618 535.74442 1
923.84057 625.41302 2
923.90043 644.93712 2
924.0504  613.79869 2
924.13613 639.48707 1
924.32557 553.50339 2
925.42385 510.3074  1
926.01282 566.00665 1
926.9848  494.95867 2
927.41127 598.29704 2
927.87249 685.00915 2
928.39193 554.37565 1
928.41458 600.42039 1
929.61275 522.56636 2
929.89195 492.85564 1
929.93197 562.39554 2
929.94034 701.63984 1
930.02578 996.90776 2
931.89201 661.06212 2
933.37032 665.12123 1
933.48945 526.73407 1
933.93475 536.89567 2
934.00738 698.97685 2
936.40615 563.54607 1
937.04352 609.49188 1
937.83866 716.99739 1
938.95273 569.9147  2
939.98104 593.91779 2
940.50798 605.84907 2
941.12325 507.03112 2
941.1505  639.8959  1
941.30183 992.62794 2
943.08532 615.8715  2
943.86376 637.69088 2
944.04022 593.95816 1
944.07296 510.56008 1
946.06673 675.0304  1
946.77376 613.50128 1
948.04595 1004.89568  2
948.12033 653.03563 1
948.95893 648.67484 2
949.08976 671.91076 2
949.4526  585.4522  2
950.06109 554.5952  2
950.94666 572.69171 2
951.36534 687.74161 1
951.51515 999.99761 1
952.33885 543.31839 2
952.42474 557.91891 1
953.45357 577.45852 1
955.46845 668.35408 1
955.52826 684.91381 2
955.98906 613.98296 2
956.36262 589.43379 1
956.66396 543.10815 1
956.87057 663.7931  2
957.15907 629.05346 1
957.49581 1010.55258  2
958.99325 659.02049 1
960.83257 633.95771 2
960.86338 585.29383 2
961.54152 534.86756 2
961.9132  568.37126 2
961.99281 621.03177 1
963.94228 549.50465 2
964.04428 535.50968 1
964.61745 571.38159 1
966.0489  684.46085 2
966.12736 663.06069 1
966.85299 979.58962 2
966.97092 991.45309 2
967.69282 620.88211 2
969.38166 659.41031 2
970.42193 680.50115 1
971.49638 1009.98398  2
972.012 982.00342 1
974.91049 610.84006 1
974.94878 634.79564 2
977.00113 1007.42635  1
980.1098  664.57302 1
980.4107  601.64756 1
983.49411 659.2043  2
983.74616 649.08721 2
984.52309 1015.00599  2
987.46437 611.97039 2
990.00222 1016.96083  1
996.58671 963.40283 2
1008.83168  1016.88594  2
1013.95205  597.98601 1
